ID,Primer nombre,Segundo nombre,Primer apellido,Segundo apellido,Edad,Estatura (cm),Peso (kg),RH,Profesión,N. hijos,Hobby,Deporte,Mes_nro,Sexo,Grupo,Beta,Uniforme,Gamma,Y1,Y2,Y3,Y4,Z
2025_04_2152,Víctor,Santiago,Serrano,Valencia,45,174.43,75.19,O-,medicina,1,leer,Escalada,5,Masculino,02,1597.6636460330503,2928.190012718366,2029.3174957699257,14645.950063591828,92842.79779375877,233.031425153584,874828.8118284927,3209972.2421296923
2025_04_2153,Hugo,Ramiro,Trejo,Murillo,77,174.73,88.63,O-,biología,5,meditación,Boxeo,4,Masculino,02,,1062.3880698725743,2016.533916722539,5316.9403493628715,96489.1336035186,110.76544250425586,182339.23440357333,3603627.5505336057
2025_04_2154,Antonio,Mateo,Alvarado,Sosa,71,178.23,75.15,A-,química,1,cine,Lucha libre,3,Masculino,02,1509.0169985500443,2133.395001950823,2017.8808402786365,10671.975009754115,90726.76517935998,48.76355901093619,-1727641.9185653853,3028704.972109843
2025_04_2155,Adrián,Alonso,Paredes,Obando,43,174.89,78.49,AB+,periodismo,3,leer,Halterofilia,1,Masculino,02,1398.3573952373017,1086.4791260901843,2009.4653818177985,5437.395630450921,88261.10935927999,200.30041071556073,303353.7867718758,2802151.1861050543
2025_04_2156,David,Iker,Herrera,Díaz,49,172.13,59.59,AB-,derecho,4,yoga,Fútbol sala,3,Masculino,02,2020.0727672627024,1739.5144929488372,2039.030090531264,8702.572464744186,101582.35806119198,350.1537787637449,535296.5457885858,4048847.106990149
2025_04_2157,Baltasar,Fernando,Espinosa,Camacho,38,172.89,76.73,AB+,ingeniería mecánica,5,cocinar,Kickboxing,6,Masculino,02,1264.3180347175185,2840.436366163419,2024.5984555747011,14207.181830817095,86034.3143615914,65.45546266394801,-1063261.2557564364,2542842.2512658536
2025_04_2158,Lucas,Víctor,Campos,,34,167.78,78.37,AB+,psicología,5,leer,Boxeo,5,Masculino,02,1099.9579828365022,2355.4105596648633,2020.066712548359,11782.052798324316,82611.1610331808,95.52458808663498,797669.557365848,2211697.0184713285
2025_04_2159,Mateo,Eugenio,Ojeda,Galarza,40,169.98,71.88,B-,química,3,yoga,BMX,2,Masculino,02,1610.983056209856,1432.7878848509333,2018.4764984836884,7168.939424254667,92783.95607870776,85.30103644610092,874522.6530429175,3229134.0518439664
2025_04_2160,Yahir,Julio,Figueroa,Sosa,48,171.36,68.01,O+,administración de empresas,3,cine,Patinaje,2,Masculino,02,,1407.4506019519374,2038.549573559561,7042.253009759687,86578.20831069369,249.31821137680132,-1488397.7372620264,2548213.3634004463
2025_04_2161,Simón,Marcelo,Bustamante,Maldonado,42,175.79,82.45,B+,filosofía,1,leer,Breakdance,1,Masculino,02,1683.2670146224912,,2008.5670820152413,11130.75748270756,93932.35275290706,139.7726872843777,-100604.17234564753,3377663.7867276897
2025_04_2162,Samuel,Adrián,Navarro,Esquivel,58,165.39,67.28,B-,filosofía,5,escribir,Paddle surf,12,Masculino,02,,1148.018326437028,2030.0257074140343,5745.09163218514,78865.26561065903,62.747761558387666,-783405.6955243205,1801193.5304559853
2025_04_2163,Andrés,Cristóbal,Gómez,Maldonado,51,176.22,72.51,AB-,arquitectura,3,fotografía,Escopeta olímpica,5,Masculino,02,1604.715319896122,2213.5282075409796,2006.716604132815,11072.641037704898,92305.80452190689,127.91059575324124,-651104.2129068323,3220502.280829949
2025_04_2164,Wilmer,Alejandro,Olivares,Peña,35,165.63,63.39,O+,economía,0,tocar guitarra,Paracaidismo,9,Masculino,02,2126.505806382427,2599.4208224906647,2027.288123466013,13002.104112453324,103358.75983162894,224.65880580174596,185343.89478755492,4266012.716877308
2025_04_2165,Guillermo,Facundo,Ruiz,Martínez,74,167.7,77.61,B-,periodismo,4,cocinar,Ajedrez,8,Masculino,02,1567.066787836373,2270.9084145314437,2036.1377863142798,11359.54207265722,92435.46934615585,235.05079175068713,811694.1456638792,3145492.1177454027
2025_04_2166,Adrián,Yerson,Torres,,41,177.86,63.64,A-,educación,0,tocar guitarra,Tiro deportivo,10,Masculino,02,1039.0253052265448,732.857547920407,2017.500973381991,3669.287739602035,81315.53530599063,69.03829389898557,131674.83584767007,2081718.8981926916
2025_04_2167,Simón,Froilán,Rojas,Peralta,71,165.3,76.63,AB+,ciencias de la computación,2,jardinería,Windsurf,5,Masculino,02,1567.64307753022,1825.4160929872587,2014.8882840917427,9132.080464936294,91809.51007335668,368.40913082434884,853679.9346389652,3144417.235525376
2025_04_2168,Ramiro,César,Medina,,77,169.45,63.26,B-,ingeniería civil,3,dibujo,Dominó deportivo,8,Masculino,02,1512.710602238542,,2008.132402142099,13756.536268582826,90508.18410903381,197.45139899199592,-118692.47903250024,3039176.740745667
2025_04_2169,Iker,Héctor,Pizarro,Lozano,76,174.03,72.68,O-,economía,3,dibujo,Rugby,10,Masculino,02,1116.7898283825443,2283.8191014911745,2020.0779258734312,11424.095507455873,82948.13434385382,192.33812085166826,-385329.2601561423,2245002.7522725444
2025_04_2170,Tomás,Darío,Calderón,Fuentes,75,173.58,89.64,O+,educación,4,coleccionar figuras,Softbol,9,Masculino,02,1961.1698657515794,2420.3141941157337,2023.5846465838274,12106.570970578668,99940.93671254642,366.4871628791825,1530902.6724263597,3934445.3024737374
2025_04_2171,Emilio,Rafael,Ramos,Rojas,48,168.88,73.66,A+,administración de empresas,2,ajedrez,Bolos,6,Masculino,02,2059.7594367188467,2048.9569479805787,2011.530938389839,10249.784739902894,101551.11688607211,120.87494722128163,502952.27301030525,4129767.658177596
2025_04_2172,Javier,Froilán,Parra,Cruz,42,174.63,79.65,B-,ingeniería mecánica,2,ajedrez,Halterofilia,9,Masculino,02,,,2018.4573575378793,13698.495121072705,95913.66657399599,39.213912379602554,113909.06675322898,3548692.079907033
2025_04_2173,Héctor,Elías,Silva,Cabrera,53,173.06,69.26,O-,contaduría,2,leer,Escopeta olímpica,6,Masculino,02,1404.586436361957,1400.1371620644902,2024.1244091560884,7005.685810322451,88825.4610019218,82.32620699632827,-122391.95153513891,2816177.5585342366
2025_04_2174,Adolfo,Emiliano,Peña,López,58,174.4,67.99,A-,historia,4,jardinería,Golf,11,Masculino,02,1235.7652356748229,1854.0543259783308,2007.2779228929728,9275.271629891653,84943.64240028564,81.65005288746681,-512511.2616001691,2480804.7429795377
2025_04_2175,Pedro,Héctor,Ojeda,Arellano,56,170.19,72.08,AB+,diseño gráfico,2,yoga,Artes marciales mixtas,2,Masculino,02,1508.7167537958344,501.23846108491006,2019.0105786716797,2511.1923054245503,90754.65243606707,29.46059435034161,-286047.27727128856,3019943.6998970937
2025_04_2176,Pedro,Nicolás,Medina,Parra,42,171.46,78.44,O-,historia,1,astronomía,Baloncesto,4,Masculino,02,1911.069810465706,2262.3627178246156,2015.1760651794439,11316.813589123078,98686.67816469744,318.19697345509616,189945.89879550622,3833455.434520535
2025_04_2177,Nahuel,Guillermo,Vargas,Correa,41,174.74,66.28,AB-,diseño gráfico,1,yoga,Equitación,3,Masculino,02,1834.1342765030904,2012.4776849831994,,10067.388424915996,97454.72891919082,348.9477787699303,1254244.2625743207,3678334.941431097
2025_04_2178,,Camilo,Pérez,Serrano,34,172.99,76.02,B-,diseño gráfico,3,surf,Enduro,8,Masculino,02,1469.5182185949482,2567.0568485525478,2016.056973445116,12840.284242762738,89882.07357525243,305.4944311908686,-657361.3137072849,2951875.721432659
2025_04_2179,Mauricio,Esteban,Castañeda,Camacho,47,173.28,64.03,A-,periodismo,5,leer,Apnea,1,Masculino,02,1441.3572072857178,1218.7906491891104,2010.8447846429171,6098.953245945551,89162.48768500186,205.19633944838637,457874.5476434255,2888812.3678173814
2025_04_2180,Luciano,Jesús,Cardona,,67,165.81,56.76,AB+,ingeniería civil,3,ajedrez,Escopeta olímpica,11,Masculino,02,1532.4039585105015,2143.371034211679,2019.8609790386977,10721.855171058396,91253.90854137097,257.25453282662045,-181520.997823024,3075528.7721920614
2025_04_2181,Rafael,Leandro,Figueroa,Ibarra,67,162.53,67.92,O+,administración de empresas,2,cine,Equitación,11,Masculino,02,1565.8760715196227,810.3195877036993,2022.976031866456,4056.5979385184964,92016.80238638613,94.18324282741891,-756099.5042970849,3135807.7409777637
2025_04_2182,Jesús,Teo,Luna,,48,171.4,72.5,AB-,sociología,1,pintar,Remo,12,Masculino,02,1263.0622343020348,1908.1299423797782,2009.810990208262,9545.649711898892,85565.57439228856,220.7527172849312,1479242.8774709245,2535669.1183159687
2025_04_2183,Emiliano,Gabriel,Esquivel,Villalobos,31,178.79,55.54,A+,historia,3,fotografía,Enduro,4,Masculino,02,1369.5003358431281,826.6244085329348,,4138.122042664674,87848.96769721119,145.08093647498717,-606130.2973245047,2743137.793728921
2025_04_2184,Héctor,Mario,Rosales,Bermúdez,45,172.25,71.32,B+,relaciones internacionales,8,leer,Kitesurf,12,Masculino,02,807.2785199532432,732.4644493114358,,3667.322246557179,76814.01442030804,203.30038644790548,-125055.01212114537,1618223.3621530435
2025_04_2185,Oscar,Esteban,Sosa,Palacios,50,165.55,57.42,O-,sociología,3,bailar,Caza,8,Masculino,02,1636.1043585649181,,2018.9686688318507,6450.262125387653,93301.14723625389,248.80010073128813,173497.86519161146,3278657.979255224
2025_04_2186,Adrián,Martín,Ojeda,Bravo,53,170.2,76.36,B-,administración de empresas,2,leer,Windsurf,1,Masculino,02,1605.1816605138445,2903.742550226747,2024.524819410663,14523.712751133735,92849.37779259677,127.4848198745323,53539.18434221277,3224886.033778823
2025_04_2187,Hilario,Gabriel,Beltrán,Acosta,76,169.51,74.03,B-,psicología,4,pintar,Esquí,11,Masculino,02,1287.896108111392,1394.3203791258345,2016.5087282309323,6976.601895629173,86263.18400915581,217.63047567139435,-1843002.124433582,2582767.818118413
2025_04_2188,Rodrigo,Camilo,Trejo,Jiménez,33,174.55,78.61,AB+,contaduría,6,origami,Crossfit,11,Masculino,02,1500.9923412293374,2854.299581590147,2039.7800089398345,14276.497907950736,91223.24709278179,46.289840149315346,244951.73194605834,3016260.1803666255
2025_04_2189,,Mariano,Silva,Mendoza,41,177.37,69.34,O-,relaciones internacionales,0,fotografía,Gimnasia rítmica,10,Masculino,02,1334.2470281308965,,2009.1553303573355,8639.320696982148,86969.600473338,365.4470333881408,1746201.5032355257,2677132.3769587753
2025_04_2190,Ramiro,David,Cabrera,Delgado,56,171.71,64.05,B-,historia,2,senderismo,Golf,11,Masculino,02,1963.0210098472485,894.1144069534355,2023.1871002927242,4475.572034767178,99966.0332057267,208.8276911610181,946441.1929960991,3930516.5917292642
2025_04_2191,Manuel,Luciano,Zamora,Camacho,37,175.99,71.45,O-,enfermería,4,leer,Marcha atlética,9,Masculino,02,1783.7754025993368,2431.6360447186507,2025.5701184747525,12163.180223593254,96452.6116062293,253.97378359083245,-181142.36093165964,3579712.9854222666
2025_04_2192,Camilo,Martín,Espinosa,Pérez,71,164.27,63.39,O-,educación,3,coleccionar figuras,Kayak,10,Masculino,02,1758.5140947824184,2568.2588410232356,,12846.294205116177,95612.56956138834,71.12002009709474,457267.0583531535,3529873.483769953
2025_04_2193,Elías,Hilario,Sánchez,Lozano,42,170.09,86.99,B+,ingeniería civil,1,surf,Softbol,7,Masculino,02,,1859.9304787087974,2006.690493571201,9304.652393543987,97380.30383709924,99.31005976137578,87303.95637921485,3726262.5553898653
2025_04_2194,Isaac,Leonardo,Jiménez,Tapia,64,162.08,56.06,A-,biología,5,leer,Hockey,11,Masculino,02,1693.0935833464757,2922.874538481573,2006.8364988536373,14619.372692407866,94076.96663253864,238.1312523457555,345037.431931842,3400805.5393853593
2025_04_2195,Vicente,Rubén,Arango,Sanabria,36,176.24,71.7,AB-,contaduría,6,leer,Boxeo,4,Masculino,02,1215.833248851246,2354.673112212653,2040.4822783511327,11778.365561063265,85541.1333275589,64.08270101884467,624292.4540795954,2443443.8632635553
2025_04_2196,Lucas,Sebastián,Cardona,Herrera,37,175.41,78.07,B+,derecho,2,bailar,Enduro,7,Masculino,02,1851.8859425225291,2838.3487483823587,2031.4818363458628,14196.743741911794,97992.17394082647,82.24858991656421,2242812.746656363,3717967.62878697
2025_04_2197,Adrián,Rubén,Calderón,Rodríguez,32,165.65,57.37,A-,ingeniería mecánica,3,programación,Equitación,7,Masculino,02,1702.7213606682676,,2041.5348261756124,7387.882982368537,95310.47199863373,174.62799903153612,-474893.8620245332,3412829.6043189038
2025_04_2198,Raúl,Lorenzo,Fuentes,Vega,44,165.36,65.89,O+,sociología,4,bailar,Snorkel,11,Masculino,02,,,2023.1295036694842,12289.159632785686,82460.00739659976,208.0486953403246,-723847.474212372,2187900.388284309
2025_04_2199,Mariano,Ramiro,Alvarado,Esquivel,52,171.8,69.67,AB-,sociología,2,bailar,Motociclismo,10,Masculino,02,1360.2812315134424,1978.4652928682717,2012.2537866914136,9897.326464341359,87583.23823101126,71.61652210966963,-831526.272889502,2730458.7894912264
2025_04_2200,Jaime,Octavio,Serrano,Peña,76,168.81,64.56,B+,química,2,coleccionar figuras,Remo,6,Masculino,02,1698.3438969071829,,2034.232737046948,12293.214471993379,95003.8600495521,57.56716409423617,345807.6905457575,3408980.0082863593
2025_04_2201,Gustavo,Leandro,Parra,Ibarra,70,166.15,83.83,A-,ciencias de la computación,3,coleccionar figuras,Bolos,9,Masculino,02,,1367.510430431414,2037.761463578211,6842.55215215707,91093.51478134828,249.62597771886615,-274054.63185253844,3001908.639552352
2025_04_2202,Octavio,Hilario,González,Mendoza,39,173.99,59.98,B-,contaduría,4,dibujo,Béisbol,7,Masculino,02,2306.434924617419,1229.0536961889875,2011.150340745887,6150.268480944937,106473.20871472498,87.4152555375936,-24920.442907160206,4619019.117715783
2025_04_2203,Vicente,Salvador,Rosales,Ramos,62,172.61,93.49,AB-,química,2,cocinar,BMX,10,Masculino,02,,1936.797162470225,2029.2602118037892,9688.985812351126,90607.05714688243,241.27323540534115,-862439.5800386375,2981613.065089228
2025_04_2204,None,Octavio,Medina,Gómez,48,168.82,63.84,A+,educación,2,dibujo,Pilates,1,Masculino,02,1352.5448896224586,2076.3490919332867,2012.9880801024824,10386.745459666434,87450.54019552364,156.27041037117246,1189029.123939971,2715475.524704584
2025_04_2205,Fabián,Lucas,Ortiz,Peralta,67,171.46,72.2,O+,biología,5,senderismo,Snorkel,1,Masculino,02,1825.342845164602,668.431175964949,2016.3061951912953,3347.155879824745,97006.0427590309,75.8059835394329,908554.7024387657,3654031.846209029
2025_04_2206,Andrés,Ignacio,Montoya,Paredes,78,171.79,66.32,AB+,periodismo,2,leer,Equitación,8,Masculino,02,961.5061726595737,535.8270552822729,2023.1708633141866,2684.1352764113644,79935.24935261707,150.4006666765652,880890.0191113192,1925695.4805955589
2025_04_2207,,Santiago,Bravo,Alvarado,45,174.72,78.66,O+,relaciones internacionales,1,programación,Boxeo,9,Masculino,02,2353.199758879996,1362.2023273267896,2009.207468120723,6816.011636633948,107350.2192212216,112.95777315988366,265232.73408892733,4713214.529396626
2025_04_2208,Esteban,Jesús,Navarro,Cruz,77,164.29,67.31,O-,medicina,3,yoga,Canotaje,9,Masculino,02,1119.082563336929,959.5621855983692,2019.9486253551772,4802.810927991846,82990.11002739391,137.49898297934968,-906971.7880791861,2242966.93760185
2025_04_2209,,Nahuel,Martínez,,53,168.56,69.2,B-,historia,2,yoga,Buceo,5,Masculino,02,937.4817622583331,2704.361417946101,2019.316823852578,13526.807089730504,79339.139960744,194.39844498913322,986522.9712433957,1888489.3316063967
2025_04_2210,Vicente,Rafael,Montoya,Álvarez,36,165.23,54.77,O+,periodismo,1,programación,Ultramaratón,4,Masculino,02,1718.0821161589554,2426.970570979658,2032.5990243752444,12139.85285489829,95349.61305443643,174.63147730996045,-432892.4603744111,3448303.085172809
2025_04_2211,Gaspar,Rodrigo,Escobar,Calderón,42,169.8,64.39,A-,diseño gráfico,4,astronomía,Ciclismo,12,Masculino,02,1534.1371653261847,2771.4085594861363,2034.7852132002229,13862.04279743068,91736.29970253038,23.89843424467447,49178.59017125558,3082135.3734498
2025_04_2212,,Álvaro,Ramírez,Flores,55,163.58,76.97,O-,relaciones internacionales,1,surf,Rugby,11,Masculino,02,,2552.693210629587,2034.5761323396819,12768.466053147935,88746.62923294227,71.29002936458168,1495104.296142762,2782701.992328329
2025_04_2213,Daniel,Luis,Tovar,Carrasco,41,161.91,69.92,A-,medicina,2,astronomía,Críquet,5,Masculino,02,1424.5005210923969,1152.1524403135056,2043.8494956608622,5765.762201567528,89815.49529167381,189.92856071898498,419842.81047303195,2854765.8043863615
2025_04_2214,Gerardo,Felipe,Silva,Fuentes,70,172.85,69.96,B-,contaduría,2,dibujo,Rugby,9,Masculino,02,2105.2133455851917,2945.8577053773497,2007.7332730719786,14734.288526886749,102346.26510386319,45.451257773594094,-699012.4780564094,4225159.97969727
2025_04_2215,Diego,Mariano,Bravo,,69,175.16,56.98,O+,medicina,4,tocar guitarra,Pelota vasca,10,Masculino,02,1697.1346834004537,2310.6304917826856,2042.8912347501114,11558.152458913428,95239.43071051242,178.88437247161127,2527884.349378586,3405826.519259821
2025_04_2216,Esteban,Orlando,Rincón,Medina,34,168.52,57.61,AB-,periodismo,6,dibujo,Kickboxing,8,Masculino,02,1437.4947520658964,2885.0285782783953,,14430.142891391977,89499.2909881887,229.93184675265474,1023222.3618529149,2889418.6470231847
2025_04_2217,None,Baltasar,Cortés,Valencia,68,175.47,64.48,O-,enfermería,5,ajedrez,Buceo,8,Masculino,02,1400.2024305672135,,2020.2269753426951,10719.418181253257,88620.85787162512,143.51392922089522,-468895.5864463891,2811123.2793156803
2025_04_2218,Orlando,Ángel,Zamora,Godoy,30,170.6,65.19,B-,ingeniería mecánica,5,escribir,Fútbol,2,Masculino,02,1393.245047697794,527.9163053014089,2030.9440362298392,2644.5815265070446,88803.22204085105,45.92489604814067,-27917.14424337278,2789133.676922095
2025_04_2219,,Pablo,Guerrero,Alvarado,41,182.15,83.52,AB-,psicología,1,cocinar,Pilates,6,Masculino,02,1419.6192643052568,2235.7892698442956,2014.0627924162077,11183.946349221478,88824.26905859137,43.886838523169835,-499750.340099467,2850421.474959735
2025_04_2220,Fernando,Julián,Mejía,Pérez,71,179.67,79.22,O-,contaduría,3,meditación,Senderismo,8,Masculino,02,2078.25634943188,518.8369712716424,2015.7457061674813,2599.1848563582116,102047.49817366205,262.0120041843961,823826.351805188,4159110.883720118
2025_04_2221,Baltasar,Gustavo,Luna,Pizarro,72,171.8,90.05,AB-,administración de empresas,3,coleccionar figuras,Ciclismo,12,Masculino,02,1596.9683857699677,933.5692522740896,2006.454146787811,4672.846261370449,92142.99211903368,114.23581414858745,-347567.24571958336,3198608.617801306
2025_04_2222,Rodrigo,Teo,Álvarez,,75,171.87,63.11,A-,psicología,0,origami,Skateboarding,7,Masculino,02,1804.888494269201,1695.166048711002,2024.6891795361714,8480.83024355501,96848.44527146916,95.38594127273056,-260768.51433153934,3618256.8187819566
2025_04_2223,Benjamín,Gerardo,Flores,,36,166.91,57.35,A+,administración de empresas,1,meditación,Halterofilia,9,Masculino,02,1463.0162360501058,2341.0485944367465,2009.1694326049417,11710.242972183732,89545.40769915037,84.175048321398,2356087.9625208005,2937741.7150723953
2025_04_2224,Oscar,Fabián,Cortés,Barrios,68,172.61,58.81,B-,filosofía,1,coleccionar figuras,Tiro deportivo,2,Masculino,02,1655.0118594546677,1924.5796692474712,2023.2394970426917,9627.898346237356,93807.42210037411,114.64496820031977,360641.69822732126,3319650.6172555727
2025_04_2225,Valentín,Bruno,Trejo,Ojeda,53,164.58,71.96,AB+,diseño gráfico,2,origami,Pentatlón,2,Masculino,02,1335.3751941577123,1222.8902609284985,2008.2022362860725,6119.451304642493,86963.57097173642,115.1158055101757,719831.790876254,2676868.839620067
2025_04_2226,Nahuel,Aureliano,Ojeda,Sanabria,33,173.5,57.27,AB-,biología,4,fotografía,Equitación,10,Masculino,02,1806.669282051218,2026.5100280333932,2020.385452248606,10137.550140166966,96754.94920848255,93.66922830019243,-526515.6486241103,3623475.114242603
2025_04_2227,Adrián,Yahir,Esquivel,Rodríguez,34,173.02,73.68,B-,sociología,3,jardinería,Bodyboard,12,Masculino,02,1216.1332761910035,2861.3401299316047,2032.6407146576446,14311.700649658023,85311.8869635494,43.85959029699755,-1110275.348736618,2446577.253031665
2025_04_2228,Orlando,Rodrigo,Jiménez,,65,169.02,76.85,B+,historia,3,pintar,Muay thai,11,Masculino,02,1514.8797378085774,1228.272856918239,2016.7609836275346,6146.364284591195,90810.4242649976,158.2271643246204,698920.7675871484,3035904.8399017463
2025_04_2229,Agustín,Patricio,Zapata,Carrasco,48,169.64,65.57,O+,biología,2,ajedrez,Artes marciales mixtas,5,Masculino,02,1892.8359466297172,2747.595185819581,2030.5892476217402,13742.975929097904,98784.39636124656,134.04930327471075,1521425.5645452417,3799413.8691885322
2025_04_2230,Miguel,David,Zapata,,45,162.45,67.8,O+,sociología,5,programación,Equitación,6,Masculino,02,2085.1665541485927,1937.958111687478,2009.9326652669151,9694.790558437391,102011.31104097932,83.93829402280686,-525368.9269591791,4180026.898855623
2025_04_2231,Fabián,Alejandro,Cruz,Toledo,52,171.27,63.7,B-,arquitectura,6,fotografía,Kayak,7,Masculino,02,1858.239140083215,2004.1968523186836,2017.3961541895808,10025.984261593418,97696.66742735173,56.441755575589625,-545461.5127260473,3726503.2644280232
2025_04_2232,Ezequiel,Antonio,Figueroa,Serrano,44,166.71,71.8,B-,química,3,tocar guitarra,Artes marciales mixtas,11,Masculino,02,699.9675173759376,2540.9956404357918,2027.680248731616,12709.978202178958,74839.75780946724,180.99106853648564,675600.2052228064,1412644.0129540544
2025_04_2233,Julián,Héctor,Figueroa,Murillo,54,165.27,77.94,B+,psicología,2,bailar,Triatlón,5,Masculino,02,1943.5015728078367,2771.219762717811,2014.7160163026808,13861.098813589055,99321.51194523716,85.3080931606098,893761.4759340964,3900863.244429263
2025_04_2234,Tomás,Adrián,Cruz,López,37,174.12,67.79,AB+,biología,2,meditación,Fútbol playa,1,Masculino,02,1645.7976213870227,2684.5942962777044,2019.629775904944,13427.971481388522,93514.84570488878,106.4284628339603,-1339441.452226047,3305022.214255434
2025_04_2235,Fernando,Isaac,Carrillo,Galindo,66,169.73,79.05,O-,diseño gráfico,2,escribir,Senderismo,9,Masculino,02,1481.2364221894506,1016.5993092634271,2014.13463404725,5087.996546317136,90058.7674652065,34.58964899441049,-444298.83335778443,2967559.8409252185
2025_04_2236,Franco,Camilo,Cabrera,Serrano,54,168.32,69.08,O-,economía,1,coleccionar figuras,Caza,2,Masculino,02,1953.4785733353954,2823.967881278367,2018.977593302116,14124.839406391835,99648.89926577138,186.7627172134558,280321.7609058376,3921080.9860771825
2025_04_2237,Orlando,Ulises,Celis,Rojas,55,168.71,87.3,AB+,historia,1,jardinería,Zumba,11,Masculino,02,1453.6048536221078,,2014.9940324028219,8571.228496752907,89531.91804452681,82.65217921213761,1524552.5335982114,2915779.935740968
2025_04_2238,Esteban,Martín,Molina,Valenzuela,56,163.42,63.57,AB-,enfermería,1,coleccionar figuras,Escalada deportiva,10,Masculino,02,1650.8778200501247,1560.5736412827846,2022.2654272276784,7807.868206413923,93695.51921783286,92.79393289651712,1308370.1001407446,3309562.5083066635
2025_04_2239,Nahuel,Rafael,Medina,Álvarez,66,179.34,70.2,O-,diseño gráfico,1,surf,Waterpolo,12,Masculino,02,,1946.64681998068,2020.5581910713815,9738.2340999034,96187.627309976,170.64194938980592,384441.69913736545,3565825.3918833598
2025_04_2240,Ulises,José,Calderón,,38,173.63,72.03,AB+,arquitectura,5,escribir,Capoeira,11,Masculino,02,1982.6298517001096,1399.6268606696406,,7003.134303348203,100174.16339507294,294.4238944490785,291592.73122392065,3972261.8377035675
2025_04_2241,Josué,None,Villalobos,Flores,65,170.44,79.14,B-,filosofía,3,leer,Ciclismo,8,Masculino,02,1493.524015261164,2546.2568430361366,,12736.284215180684,90745.91043835896,92.36732677681535,637377.0663429045,2999783.314737509
2025_04_2242,Santiago,Nahuel,Toledo,Vargas,69,174.07,71.85,O-,periodismo,4,programación,Senderismo,9,Masculino,02,1254.8519547254136,1510.287346031113,2016.7320482445682,7556.436730155565,85609.00054184532,89.68171155653565,463365.4375849109,2517259.346180983
2025_04_2243,Nicolás,Camilo,Rodríguez,Quintero,59,165.62,85.57,O-,medicina,2,leer,Artes marciales mixtas,7,Masculino,02,1160.7373499837613,881.1379397328787,,4410.689698664393,83749.03376860685,60.32185224083046,-511309.07264983794,2325884.389666187
2025_04_2244,Esteban,Teo,Bravo,Rojas,43,172.33,68.96,O-,arquitectura,3,yoga,Triatlón,5,Masculino,02,1884.7095228851265,,2027.5500848194245,13650.520916095695,98530.69300228526,109.08566935205374,1530315.2787000192,3783068.5666863485
2025_04_2245,Orlando,Froilán,Campos,Ortiz,31,166.1,68.46,O-,psicología,1,cine,Rally,3,Masculino,02,1065.59229437176,1549.8717857198098,2009.9339069733494,7754.358928599049,81619.86309663567,183.8096643612466,1740190.6980391268,2138937.947672119
2025_04_2246,Emilio,Nahuel,Serrano,Espinosa,31,169.68,77.61,B-,química,6,astronomía,Breakdance,12,Masculino,02,1777.295395904863,1126.6576135794567,2016.6277083469774,5638.288067897283,96054.73916850658,120.5604564392957,1313079.99662111,3560228.0798776234
2025_04_2247,Andrés,Josué,Rincón,Aguilar,31,170.61,64.66,AB-,biología,2,programación,Karate,6,Masculino,02,1217.2277155626189,1154.1047903106191,2009.899678439698,5775.523951553096,84651.54466444331,162.23860358985203,-128682.67452700541,2440229.955076791
2025_04_2248,Agustín,Gerardo,Rincón,López,65,172.78,66.82,AB+,educación,4,programación,Pentatlón,8,Masculino,02,,2181.6545451666834,,10913.272725833416,92651.1639798655,120.11814673518737,689500.4869627065,3243487.2448134217
2025_04_2249,Orlando,Fabián,Luna,Esquivel,33,164.45,75.6,B+,enfermería,1,astronomía,Golf,4,Masculino,02,975.0246178693317,1078.1974488176359,2011.6448447179434,5395.987244088179,79859.83769892494,50.54852135251805,-1454861.1271519735,1955444.2229827517
2025_04_2250,Santiago,Adrián,Murillo,Ortiz,47,179.38,76.23,A-,administración de empresas,4,astronomía,Rafting,6,Masculino,02,1317.982861508549,2189.815238148853,2027.3304928980142,10954.076190744265,87189.57201711141,154.30057243672698,2181987.6830271003,2646918.799207842
2025_04_2251,Yerson,Jacinto,Cabrera,,50,165.08,81.44,B-,ingeniería mecánica,4,programación,Ping pong,10,Masculino,02,1535.3209898845469,2141.6880117825713,,10713.440058912856,91267.96810920471,180.13701184076547,1216443.5316619624,3081354.419828007
2025_04_2252,Manuel,Fernando,Flores,Cardona,64,166.1,66.24,B-,historia,4,coleccionar figuras,Snorkel,10,Masculino,02,,1134.0446634405948,2028.9358242674832,5675.223317202974,100167.21047721492,166.86080058178194,-667066.6739594571,3934587.7982362444
2025_04_2253,Isaac,Rodrigo,Medina,Sosa,75,170.7,66.39,AB+,ingeniería civil,2,coleccionar figuras,Lucha libre,12,Masculino,02,1245.0532110803172,1393.8613408345398,2018.3008609807753,6974.306704172699,85460.0900510296,26.699706929116463,422234.7158859322,2497079.728864807
2025_04_2254,Lorenzo,Pablo,Bravo,,38,170.24,57.81,B+,educación,2,surf,E-sports,12,Masculino,02,1474.198149152611,2483.1110784876178,2030.7807004611057,12420.55539243809,90417.38399688539,165.17259768655765,484986.6747044828,2960815.85369766
2025_04_2255,Carlos,Ricardo,González,,60,174.28,73.48,A+,arquitectura,0,cocinar,Atletismo,2,Masculino,02,,1866.230801104264,2021.7540819097849,9336.154005521319,104972.77928657069,135.55777053895036,-184777.54460694513,4440350.836933235
